Battery,Cycle,Capacity,Mean_Voltage,Mean_Current,Mean_Temperature,Discharge_Duration,SoH
B0005,235,1.6277528915533617,3.5287226893409893,-1.8572160981955346,32.50017194695606,3159.077999999994,81.38764457766808
B0005,239,1.622125485521159,3.52625493581969,-1.8568340008006827,32.50100298369444,3148.829,81.10627427605796
B0005,243,1.6113256603765849,3.528684324337005,-1.8448886500218815,32.4728927422438,3149.094,80.56628301882924
B0005,247,1.6065631397488385,3.525556939424901,-1.8444180038305806,32.50480154634882,3140.547,80.32815698744193
B0005,251,1.6015142233917594,3.5226805646793737,-1.8438790389835118,32.51218336210202,3131.625,80.07571116958798
B0005,255,1.590369231400328,3.524673458789008,-1.83711254029409,32.45692821941515,3121.907,79.5184615700164
B0005,259,1.5857889968242211,3.5213155754526824,-1.8315957075983758,32.447059186431154,3122.125,79.28944984121105
B0005,263,1.5849430707374117,3.51803386486462,-1.8311195242792309,32.32889654966259,3121.672,79.24715353687058
B0005,265,1.5955263892495937,3.5236841955396794,-1.8432799764914718,32.84488475360107,3120.86,79.77631946247968
B0005,269,1.5747301747801037,3.519146638240668,-1.829798505957538,32.31731555011648,3103.828,78.73650873900519
B0005,273,1.5649019950937946,3.516233648608237,-1.8236746835609148,32.06376130177751,3095.094,78.24509975468973
B0005,277,1.5597659473370362,3.514773138461639,-1.8176720770210877,32.21997626855924,3095.781,77.98829736685181
B0005,281,1.5594815668184234,3.5132992979150073,-1.8179238657973993,32.7120225448885,3094.328,77.97407834092117
B0005,285,1.55468935359061,3.514484830704665,-1.817160673909645,32.945022147355694,3086.531,77.7344676795305
B0005,289,1.5488741079890418,3.5109677353595243,-1.8110297241968543,32.857549597381336,3085.625,77.44370539945209
B0005,293,1.538236598942558,3.5109358749578012,-1.8094435644526072,32.629663328789654,3067.203,76.9118299471279
B0005,297,1.527914258251028,3.509393098217416,-1.8026537331443495,32.379859014262976,3058.157,76.39571291255139
B0005,301,1.5285252629756445,3.5066782411556563,-1.8031542757366414,32.68215852457039,3058.812,76.42626314878223
B0005,305,1.522647325284378,3.5109885623008092,-1.7965666438696486,32.99387423636739,3058.578,76.1323662642189
B0005,309,1.5174859938489869,3.510305462695178,-1.7959771394311956,33.04539707211165,3049.328,75.87429969244934
B0005,312,1.605818899130659,3.5222215314850214,-1.822916991757235,32.856295641052824,3177.219,80.29094495653295
B0005,315,1.5638491446744425,3.5163492154331264,-1.8294275689587538,33.33950238056361,3082.937,78.19245723372212
B0005,319,1.5480915247767786,3.5134397623234963,-1.816317296828028,33.35156485472646,3074.266,77.40457623883893
B0005,323,1.5323755631868592,3.515137522009075,-1.8033689952639713,33.147486361012966,3066.0,76.61877815934297
B0005,327,1.5269528268489705,3.50830390643132,-1.802670753119494,33.007275861749356,3056.437,76.34764134244853
B0005,331,1.5169573017136326,3.509190808443004,-1.7958941337499832,32.91990812745461,3048.219,75.84786508568163
B0005,335,1.5118975960142693,3.5068097579555353,-1.795344963527795,32.99903328622305,3039.218,75.59487980071347
B0005,339,1.5065638960681105,3.50609090727422,-1.7893518988259454,33.03772281691292,3039.047,75.32819480340552
B0005,343,1.5015453526671363,3.5037157727265953,-1.7883879159763685,33.07740307192613,3030.375,75.07726763335681
B0005,347,1.4908444050400238,3.5067479961367156,-1.7815447770741009,33.05467981523988,3021.0,74.54222025200119
B0005,351,1.485868384561201,3.5058813026542324,-1.7753115642966961,33.11570360624461,3021.75,74.29341922806006
B0005,355,1.480413677976106,3.504168333530808,-1.7742377662318358,33.12942148982364,3012.265,74.02068389880529
B0005,359,1.4752095869031632,3.5030568931470634,-1.773860289771637,33.130681310493344,3002.641,73.76047934515816
B0005,363,1.4859035988304024,3.4982324882487936,-1.7809702419814517,33.20069210329718,3012.0,74.29517994152012
B0005,366,1.4960918298136696,3.5065859365661325,-1.7879098523188452,33.78697527817091,3020.11,74.80459149068348
B0005,370,1.4808005946928984,3.501457140697961,-1.780229415660985,33.673365085761986,3002.172000000006,74.04002973464492
B0005,374,1.4697543268466824,3.501658387162809,-1.7731015168894209,33.535818118317145,2992.703,73.48771634233412
B0005,378,1.4539012274845928,3.4966186408455298,-1.7705879947441516,33.32269982188509,2964.468,72.69506137422964
B0005,382,1.4541462067235693,3.4991645719433246,-1.7600629827474803,33.346230327490304,2983.375,72.70731033617847
B0005,386,1.455023751906683,3.496080777360074,-1.765575132998529,33.64948900485925,2975.297,72.75118759533416
B0005,390,1.449042163761236,3.4959014526387993,-1.7588271887545277,33.79269513542102,2974.9850000000006,72.4521081880618
B0005,394,1.4386709371480566,3.49758697990267,-1.7516428147438297,33.52446663707275,2966.25,71.93354685740283
B0005,398,1.433445432156979,3.4956989619989507,-1.7513097768253418,33.39042251934235,2956.359,71.67227160784894
B0005,402,1.4333958900838095,3.492875380810072,-1.7511840784846122,33.67370212742761,2956.344,71.66979450419048
B0005,406,1.42806487344776,3.49551076423368,-1.7446206812145286,33.91080564765892,2956.406,71.403243672388
B0005,410,1.4229203181741186,3.4942333590450834,-1.7436362428649814,33.7850680599871,2947.266,71.14601590870593
B0005,414,1.417429032731308,3.491197414255986,-1.7425325036061032,33.61126807392732,2937.984,70.8714516365654
B0005,418,1.412409228794446,3.4889094081576237,-1.7419837011363046,33.45598581472246,2929.125,70.6204614397223
B0005,422,1.412578792940193,3.487376295811431,-1.7421680980861822,33.723267448788484,2928.454,70.62893964700964
B0005,426,1.4075983731469897,3.491994243745711,-1.735841378420618,34.050076369857344,2929.375,70.37991865734948
B0005,430,1.4333920485221476,3.491585878898649,-1.7567879869499758,33.889346908026745,2946.031,71.66960242610739
B0005,432,1.4382550176792908,3.495576227046425,-1.7573176114092575,34.067648550088656,2955.438,71.91275088396453
B0005,436,1.4173547174485526,3.4938988589692483,-1.7427628393326555,33.75168100943646,2937.625,70.86773587242763
B0005,440,1.406981663677643,3.49159162968384,-1.7352637407600366,33.46482299584788,2929.078,70.34908318388216
B0005,444,1.4012037783587625,3.4885729299834787,-1.7344350518111926,33.40210697922146,2918.375,70.06018891793812
B0005,448,1.3967008232726328,3.4869021151089825,-1.7280392046289716,33.410688917712235,2919.812,69.83504116363164
B0005,452,1.391284788852726,3.4855485210036417,-1.7326888725308258,33.38984948261314,2900.422,69.5642394426363
B0005,456,1.3862287677978349,3.4838912547260388,-1.7260735249920125,33.3700433438796,2901.375,69.31143838989175
B0005,460,1.3804366761974138,3.483198941484065,-1.7195393742714093,33.27215987470977,2901.187,69.02183380987069
B0005,464,1.3752364150256224,3.4836274447098883,-1.7185829844462923,33.222444215660225,2891.64,68.76182075128112
B0005,468,1.3705128024895008,3.480172442538601,-1.717672415155695,33.26207748383125,2882.906,68.52564012447505
B0005,472,1.3705085566270399,3.478452148610975,-1.7177080769362936,33.312029905516525,2883.265,68.52542783135199
B0005,476,1.3647355108681518,3.4785782556105507,-1.7109669363015376,33.25287943255863,2882.969,68.23677554340759
B0005,480,1.375392016895762,3.4825195584604582,-1.7184206130755166,33.745054045019884,2891.656,68.7696008447881
B0005,482,1.3861115151535393,3.4886823636752826,-1.7260471943596487,33.88841975386692,2901.25,69.30557575767696
B0005,484,1.3698500035838939,3.4858502383832755,-1.712021613408506,33.7353756996425,2891.703,68.49250017919469
B0005,488,1.3647827949260758,3.478794177297151,-1.711022510206629,33.59131052719714,2883.016,68.23913974630379
B0005,492,1.3543220466259964,3.4812826020756744,-1.703421414006958,33.32366688599416,2873.453,67.71610233129982
B0005,496,1.3546417018378962,3.480352041587074,-1.703574708739156,33.691961507697364,2874.031,67.73208509189482
B0005,500,1.3547039213192407,3.4781127815565127,-1.7034912994217157,33.887639684793655,2874.234,67.73519606596203
B0005,504,1.349314997503458,3.4765867130506125,-1.7023383270190764,33.67308060941856,2864.984,67.4657498751729
B0005,508,1.3441891937970554,3.4733769291841643,-1.7014238498912502,33.411988203265814,2855.093,67.20945968985276
B0005,512,1.3389913790695755,3.4726366397371127,-1.6950436046971957,33.29926524979532,2855.625,66.94956895347877
B0005,516,1.3389145230206971,3.473439372740961,-1.695057731610264,33.59980731390034,2855.594,66.94572615103486
B0005,520,1.3340066759761655,3.4754777099091454,-1.6937809113323188,33.61961195858585,2847.437,66.70033379880827
B0005,524,1.3286444309174914,3.4722884821666766,-1.6869434054016965,33.3945201718652,2847.36,66.43222154587457
B0005,528,1.3231708992276219,3.471373665098864,-1.6860649112944592,33.16734508187535,2837.328,66.1585449613811
B0005,532,1.3181691588445197,3.4726160162875095,-1.6795829780331424,33.10962161613893,2837.281,65.90845794222598
B0005,536,1.3184664436640334,3.4738146874457896,-1.679793840292355,33.46501751186519,2838.515,65.92332218320168
B0005,540,1.318293040102702,3.4701426486639693,-1.6851739865098712,33.4426191014044,2828.328,65.9146520051351
B0005,544,1.323872422244268,3.467523652225441,-1.6863812036302581,33.037928170775885,2838.265,66.19362111221339
B0005,547,1.3601216766554785,3.4767525840839255,-1.715777469309528,33.4949493613756,2864.547,68.00608383277392
B0005,551,1.3395306867947354,3.4758956827369127,-1.7007216920098716,33.491363029025784,2846.39,66.97653433973677
B0005,555,1.3290286565120697,3.475812179626641,-1.6928138295817332,33.329808599922345,2837.969,66.45143282560349
B0005,559,1.3236741274998955,3.4746554404904435,-1.6861104874993165,33.27302769298771,2838.156,66.18370637499478
B0005,563,1.318633896753293,3.472301781313945,-1.685043785043406,33.229879126701434,2829.843,65.93169483766465
B0005,567,1.3134751321324272,3.4729305773503527,-1.678524839793589,33.20860833999321,2829.625,65.67375660662135
B0005,571,1.3132020634442203,3.4696192030612285,-1.6839115230941766,33.236115055926255,2819.437,65.66010317221101
B0005,575,1.3077959946944353,3.470018470757559,-1.6773783325850857,33.18660088296571,2819.579,65.38979973472176
B0005,579,1.3030329186405918,3.470762691935287,-1.676425373206175,33.174058099115534,2810.672,65.1516459320296
B0005,583,1.3033573559038205,3.468111467035994,-1.67627880896028,33.253984518546055,2811.485,65.16786779519103
B0005,587,1.3034100438655642,3.4648625780221494,-1.6817992883033976,33.3198093248819,2802.422,65.17050219327821
B0005,591,1.2978870806495706,3.467864133752208,-1.6750812261110137,33.33765795318198,2801.625,64.89435403247853
B0005,595,1.2980735056918902,3.464021404592563,-1.675366426273468,33.29076744042025,2802.031,64.90367528459451
B0005,599,1.293463613844243,3.4664623858156745,-1.6744879201095209,33.27568841807217,2793.39,64.67318069221216
B0005,603,1.288003392619118,3.46850906693551,-1.6674467270234996,33.32067807371405,2793.39,64.4001696309559
B0005,607,1.2874525221379407,3.466806213058136,-1.6674702882406252,33.37314972896719,2792.485,64.37262610689703
B0005,611,1.3090153642307354,3.471070722008039,-1.6888978346592105,33.71351889594897,2802.016,65.45076821153677
B0005,613,1.3250793286429356,3.475472204020004,-1.6979281889133206,33.86531768239223,2820.39,66.25396643214678
B0006,1,2.035337591005598,3.556946061827572,-1.990533350635129,32.142777859921516,3690.234,101.7668795502799
B0006,3,2.0251402460314116,3.56147580138708,-1.990277542145709,32.29307515705474,3672.344,101.25701230157058
B0006,5,2.013326371345464,3.5667524696413215,-1.9899467848963859,32.24414709253608,3651.641,100.6663185672732
B0006,7,2.0132846655407413,3.5687953371516272,-1.9896009282099438,32.14711742429942,3631.563,100.66423327703706
B0006,9,2.000528337624771,3.563970503289941,-1.9895483606575701,32.06687277315468,3629.172,100.02641688123855
B0006,11,2.0138990759931645,3.5735512387791406,-1.9901040351037365,32.03447836207717,3652.281,100.69495379965822
B0006,13,2.013101105626967,3.5711391343785897,-1.9900886222380372,32.11157496697372,3650.828,100.65505528134835
B0006,15,1.9687898262728398,3.5681507462163036,-1.9891170520197212,32.112576242471775,3572.453,98.439491313642
B0006,17,1.9681661764334244,3.5692834155812436,-1.9892116643905464,32.03566207329278,3550.594,98.40830882167123
B0006,19,1.9572307917560536,3.563388513484579,-1.989191243247005,31.99527968872302,3551.25,97.86153958780268
B0006,21,1.9455991514129352,3.566658719765511,-1.9891317699701738,31.874127571841353,3530.25,97.27995757064676
B0006,24,1.9347505044841131,3.5687035970122842,-1.9887805507702212,32.120959708576166,3491.016,96.73752522420565
B0006,26,1.9232799539368028,3.569207084156356,-1.9887320866401275,32.11021168908644,3470.281,96.16399769684014
B0006,28,1.911889930948487,3.5659271296109383,-1.9887200290368634,31.989061278918154,3470.0,95.59449654742434
B0006,30,1.9010667141979305,3.5612417270649486,-1.9887874042287874,31.878814448635442,3450.297,95.05333570989653
B0006,32,1.8891989948061458,3.557881987836072,-1.9885910895930397,31.767450711024402,3429.407,94.4599497403073
B0006,34,1.878278372248849,3.56282437243777,-1.9884892463229662,31.78991634963658,3409.484,93.91391861244244
B0006,36,1.8675697161520206,3.5591953280168633,-1.9883474274444874,31.82883467218067,3390.422,93.37848580760102
B0006,38,1.8675892574453767,3.5580906165580983,-1.9774549866256104,31.890449470827843,3390.281,93.37946287226883
B0006,41,1.979626548250818,3.565899462157853,-1.9892347833261184,31.51177053595285,3591.734,98.98132741254089
B0006,45,1.9575499080884022,3.570814209348872,-1.9890474874073771,31.874488497680712,3552.297,97.87749540442012
B0006,49,1.9458150170787551,3.5666817833633124,-1.988682950523383,31.53911453638972,3531.578,97.29075085393775
B0006,53,1.9242461121680094,3.5668392745025836,-1.9885447318884866,31.220866832188786,3492.907,96.21230560840047
B0006,57,1.9459811331421641,3.571051969392875,-1.9885639445355097,31.119005145018026,3511.594,97.29905665710821
B0006,61,1.901407930553079,3.5666308474029793,-1.9880563928902786,31.033244078156734,3431.9370000000054,95.07039652765395
B0006,65,1.878674213680085,3.5527392240854914,-1.9772969675547487,31.001249222460967,3431.125,93.93371068400424
B0006,69,1.8683061328264219,3.5560959755046615,-1.9771693646864965,30.921434744041356,3412.406,93.4153066413211
B0006,73,1.8560244070082998,3.5504500858303394,-1.9660385076397233,30.929360248207214,3410.688,92.801220350415
B0006,77,1.8451997961855777,3.546007083640312,-1.9445990482746272,31.00810965793079,3410.718,92.25998980927889
B0006,81,1.857228890885317,3.554257954720065,-1.9769156942357176,30.96779499306422,3392.719,92.86144454426585
B0006,85,1.9247760889090635,3.555857469677978,-1.9997552547832569,31.10097217303459,3470.672,96.23880444545317
B0006,89,1.8822317526092551,3.5537306734803207,-1.9884344406296768,31.307368922041046,3414.109,94.11158763046275
B0006,93,1.855276687885587,3.5452650003621513,-1.9771310999966942,31.131339987164562,3395.219,92.76383439427936
B0006,97,1.8392508917181876,3.538408778928339,-1.965705768920947,30.828713779105055,3386.0,91.96254458590938
B0006,101,1.8185396073994429,3.5297688311332673,-1.9542494702422435,30.761533072057244,3368.187,90.92698036997214
B0006,105,1.8134770059567056,3.5300676840423306,-1.9490605727432448,31.30305692941581,3368.266,90.67385029783527
B0006,109,1.7971018450305436,3.5248882875629555,-1.9373547119632697,31.06432144678013,3358.719,89.85509225152718
B0006,113,1.7810046294120476,3.5190926887152725,-1.9312604088713479,30.96654665282149,3339.5,89.05023147060238
B0006,117,1.7710130422682329,3.5151810230271,-1.925413982519257,30.826455697992966,3331.265,88.55065211341164
B0006,121,1.7604712448170943,3.514029112834162,-1.9198444871883995,31.080769482413952,3321.188,88.02356224085472
B0006,125,1.7502913788006587,3.514139684003936,-1.908733158939213,31.694287817425337,3321.844,87.51456894003293
B0006,129,1.7394925037732578,3.509578354212467,-1.90276801874341,31.875581783696685,3311.828,86.97462518866288
B0006,133,1.7546766553637203,3.5110708693292705,-1.9093247566511207,31.543288143901563,3327.391,87.73383276818602
B0006,135,1.7659390941842175,3.5159179315855056,-1.9306372167933323,31.420983409991024,3312.078,88.29695470921088
B0006,139,1.7337887419624838,3.50585340727078,-1.907114151507875,31.15837149963786,3293.172,86.68943709812419
B0006,143,1.713325912040734,3.5010379345914444,-1.8953541357988335,31.15661421699882,3275.328,85.6662956020367
B0006,147,1.7024077813673466,3.497407662636496,-1.8892713805954209,31.206611383963253,3265.016,85.12038906836733
B0006,149,1.82371946178183,3.5388872766749144,-1.9819359924929794,33.61169282822636,3328.937,91.1859730890915
B0006,153,1.8081284050314708,3.5327430295356828,-1.9653277079992455,32.85630077141311,3329.266,90.40642025157354
B0006,157,1.7757610945034283,3.521214759733266,-1.9470636598230844,32.210981559158874,3301.579,88.78805472517142
B0006,161,1.7447409841836798,3.5093111439506677,-1.9241628426386395,31.965090081650274,3283.563,87.237049209184
B0006,165,1.729207034132373,3.50716091973708,-1.9124470439353747,31.744801840189538,3275.125,86.46035170661865
B0006,169,1.7081086552553244,3.500928918686389,-1.8950209973545986,31.876564068962466,3265.656,85.40543276276622
B0006,173,1.6975954237461768,3.4973019898820894,-1.8837082435178907,32.24289319481841,3266.093,84.87977118730883
B0006,177,1.6820634524029463,3.4929038301187156,-1.8716651994380054,32.07305565938816,3257.594,84.10317262014732
B0006,181,1.6714768322295086,3.488659224822318,-1.8654809345089407,32.030140929891196,3248.593,83.57384161147543
B0006,185,1.6607591387047655,3.4822930804774015,-1.8592903578575999,31.984935871368258,3238.766,83.03795693523827
B0006,189,1.651121015038069,3.477575664197982,-1.848156298789804,32.23677365476226,3240.14,82.55605075190346
B0006,193,1.6401349256190927,3.4787436506489255,-1.8415742473538441,32.56097148037261,3230.109,82.00674628095463
B0006,197,1.6291999416165441,3.4740152461288862,-1.8297533943331723,32.48984985901219,3229.7810000000027,81.45999708082721
B0006,201,1.6088496302961666,3.4718387718772696,-1.8170860697729954,32.42612199208859,3212.469,80.44248151480832
B0006,205,1.6035244898969248,3.463180130644551,-1.8111560774496664,32.29984271249387,3213.219,80.17622449484624
B0006,209,1.5989712144027983,3.463469391967206,-1.8113056300795982,32.610757585145336,3203.578,79.94856072013991
B0006,213,1.5876273123575604,3.46021805164007,-1.803802475704306,32.25699351958767,3195.125,79.38136561787802
B0006,215,1.5829719744686166,3.462574876665621,-1.7982439953659044,32.47193402838835,3195.3129999999946,79.14859872343084
B0006,219,1.567137636713563,3.4537077937586056,-1.7857963808615818,32.40219271195366,3186.297,78.35688183567815
B0006,223,1.5613446139713882,3.4514035349888337,-1.7850748194527644,32.30987415652578,3176.438,78.06723069856942
B0006,227,1.5511711892790419,3.450781146333252,-1.7785916660457872,32.35440526839345,3167.593,77.5585594639521
B0006,231,1.5406741606295171,3.446105572450592,-1.7727874712030285,32.4731363791227,3167.719,77.03370803147585
B0006,235,1.5253138744624433,3.4418152533277144,-1.7601807681971697,32.52334649341759,3159.077999999994,76.26569372312217
B0006,239,1.5301570318067428,3.445008015985666,-1.7653027883569699,32.518264823491045,3148.829,76.50785159033714
B0006,243,1.5246566834474087,3.441164687975023,-1.7593486488770236,32.5437072434024,3149.094,76.23283417237043
B0006,247,1.5145492986655427,3.443620591429828,-1.7526167898737661,32.562223096007365,3140.547,75.72746493327713
B0006,251,1.509391504602082,3.439943269617906,-1.7516949849801624,32.58978020040808,3131.625,75.4695752301041
B0006,255,1.5039974333050705,3.43602719305159,-1.7510429704034998,32.57089563557426,3121.907,75.19987166525353
B0006,259,1.4935201918040188,3.436309312279291,-1.7388746112390865,32.537854347094196,3122.125,74.67600959020095
B0006,263,1.4876323024497422,3.430470227771154,-1.738622547139575,32.65645090520509,3121.672,74.3816151224871
B0006,265,1.5302876214401704,3.4417311090871063,-1.7870762809520677,33.180785234653264,3120.86,76.51438107200852
B0006,269,1.5040760088360112,3.4355429213552537,-1.7612682208672186,32.71220835503141,3103.828,75.20380044180057
B0006,273,1.4887593608730894,3.4272336842373576,-1.7545532300777185,32.543943889007906,3095.094,74.43796804365446
B0006,277,1.4782779285546637,3.4307536518687556,-1.7364250156958492,32.6655410721976,3095.781,73.91389642773318
B0006,281,1.478459982215684,3.430880434209888,-1.7371686757879778,33.160922870564626,3094.328,73.9229991107842
B0006,285,1.473214844899973,3.431984614031654,-1.7358183569582517,33.414445545408455,3086.531,73.66074224499864
B0006,289,1.4675164935067897,3.426913589626702,-1.7297302660430056,33.3541679486525,3085.625,73.37582467533949
B0006,293,1.4516292657521335,3.4220422356705154,-1.7278671098991139,33.13634596100404,3067.203,72.58146328760667
B0006,297,1.4519237720967177,3.4202687142856667,-1.7269073147637581,32.92241762841388,3058.157,72.59618860483589
B0006,301,1.4471484694777745,3.4248208106770663,-1.7211995934038338,33.20338483123576,3058.812,72.35742347388873
B0006,305,1.4468538105659885,3.4234990883192666,-1.721141114732718,33.533950654066935,3058.578,72.34269052829943
